"ech","type","date","parcelle","trt","block","sub_ech","poids","vol_saline","Filtre","temoin","run","Plaque_PCR","rep_seq","rep_run","pseudo_count","bact_count","pseudo_rawcount","bact_rawcount","dil_rif","count_rif","dil_tsa","X"
"F15","F15","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F+2.5",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F16","F16","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F+2.5",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F17","F17","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F+2.5",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F18","F18","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F+2.5",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F19","F19","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F+2.5+0.5",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F20","F20","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F+2.5+0.5",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F21","F21","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F+2.5+0.5",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F22","F22","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F+2.5+0.5",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F23","F23","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F+2.5+0.5",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F24","F24","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F+2.5+0.5",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M200","M200","Mock","Mock_Control","Mock",NA,NA,NA,NA,NA,"+",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M210","M210","Mock","Mock_Control","Mock",NA,NA,NA,NA,NA,"+",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M279","M279","Mock","Mock_Control","Mock",NA,NA,NA,NA,NA,"+",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M85","M85","Mock","Mock_Control","Mock",NA,NA,NA,NA,NA,"+",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M86","M86","Mock","Mock_Control","Mock",NA,NA,NA,NA,NA,"+",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mock","Mock","Mock","Mock_Control","Mock",NA,NA,NA,NA,NA,"+",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T264.1","T264.1","T264","Pseudo_Control","T264",NA,NA,NA,NA,NA,"+",1,1,"x","x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"T264.2","T264.2","T264","Pseudo_Control","T264",NA,NA,NA,NA,NA,"+",1,2,"x","x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"T264.3","T264.3","T264","Pseudo_Control","T264",NA,NA,NA,NA,NA,"+",1,3,"x","x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"T264.4","T264.4","T264","Pseudo_Control","T264",NA,NA,NA,NA,NA,"+",1,4,"x","x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"T264a","T264a","T264","Pseudo_Control","T264",NA,NA,NA,NA,NA,"+",2,1,"x","x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"T264b","T264b","T264","Pseudo_Control","T264",NA,NA,NA,NA,NA,"+",2,2,"x","x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"T264c","T264c","T264","Pseudo_Control","T264",NA,NA,NA,NA,NA,"+",2,3,"x","x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"T264e","T264e","T264","Pseudo_Control","T264",NA,NA,NA,NA,NA,"+",2,4,"x","x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TPCR.1","TPCR.1","TPCR","PCR_Control","TPCR",NA,NA,NA,NA,NA,"-",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TPCR.2","TPCR.2","TPCR","PCR_Control","TPCR",NA,NA,NA,NA,NA,"-",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TPCR.3","TPCR.3","TPCR","PCR_Control","TPCR",NA,NA,NA,NA,NA,"-",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TPCR.4","TPCR.4","TPCR","PCR_Control","TPCR",NA,NA,NA,NA,NA,"-",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TPCRa","TPCRa","TPCR","PCR_Control","TPCR",NA,NA,NA,NA,NA,"-",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TPCRb","TPCRb","TPCR","PCR_Control","TPCR",NA,NA,NA,NA,NA,"-",2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TPCRc","TPCRc","TPCR","PCR_Control","TPCR",NA,NA,NA,NA,NA,"-",2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TPCRd","TPCRd","TPCR","PCR_Control","TPCR",NA,NA,NA,NA,NA,"-",2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TPCRe","TPCRe","TPCR","PCR_Control","TPCR",NA,NA,NA,NA,NA,"-",2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TPCRf","TPCRf","TPCR","PCR_Control","TPCR",NA,NA,NA,NA,NA,"-",2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TPCRg","TPCRg","TPCR","PCR_Control","TPCR",NA,NA,NA,NA,NA,"-",2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
